dataset,copynum,penalty,iter,method,osr2
mammographic-mass,7,1,1,Impute then regress,0.9579524927932118
mammographic-mass,7,1,1,Augmented,0.9605504652453669
mammographic-mass,7,1,1,Augmented Affine,0.9617755232545543
mammographic-mass,7,1,2,Impute then regress,0.8246580139689851
mammographic-mass,7,1,2,Augmented,0.833478761496822
mammographic-mass,7,1,2,Augmented Affine,0.8435317285891794
mammographic-mass,7,1,3,Impute then regress,0.8405373732140204
mammographic-mass,7,1,3,Augmented,0.8542640641370012
mammographic-mass,7,1,3,Augmented Affine,0.8660648119389419
mammographic-mass,7,1,4,Impute then regress,0.9322020889385564
mammographic-mass,7,1,4,Augmented,0.935902676073578
mammographic-mass,7,1,4,Augmented Affine,0.9362659859705071
mammographic-mass,7,1,5,Impute then regress,0.9749940642659412
mammographic-mass,7,1,5,Augmented,0.9757581251795576
mammographic-mass,7,1,5,Augmented Affine,0.9737016981320075
mammographic-mass,7,2,1,Impute then regress,0.9661422644968815
mammographic-mass,7,2,1,Augmented,0.9685955783797827
mammographic-mass,7,2,1,Augmented Affine,0.9678450014033532
mammographic-mass,7,2,2,Impute then regress,0.9579484381654871
mammographic-mass,7,2,2,Augmented,0.9607894913307812
mammographic-mass,7,2,2,Augmented Affine,0.9587224420680022
mammographic-mass,7,2,3,Impute then regress,0.9479398175538911
mammographic-mass,7,2,3,Augmented,0.9476058104170134
mammographic-mass,7,2,3,Augmented Affine,0.9491798002162122
mammographic-mass,7,2,4,Impute then regress,0.9329404187839517
mammographic-mass,7,2,4,Augmented,0.9636488391962899
mammographic-mass,7,2,4,Augmented Affine,0.9641943440726375
mammographic-mass,7,2,5,Impute then regress,0.9788199165205484
mammographic-mass,7,2,5,Augmented,0.9788099465474354
mammographic-mass,7,2,5,Augmented Affine,0.9779302488178939
mammographic-mass,7,4,1,Impute then regress,0.9129900269033889
mammographic-mass,7,4,1,Augmented,0.9345436934842978
mammographic-mass,7,4,1,Augmented Affine,0.933822491332471
mammographic-mass,7,4,2,Impute then regress,0.9405153185175584
mammographic-mass,7,4,2,Augmented,0.9414664460625966
mammographic-mass,7,4,2,Augmented Affine,0.9414473137641048
mammographic-mass,7,4,3,Impute then regress,0.8584674473373765
mammographic-mass,7,4,3,Augmented,0.910719752217005
mammographic-mass,7,4,3,Augmented Affine,0.9145245991546532
mammographic-mass,7,4,4,Impute then regress,0.9457185904058285
mammographic-mass,7,4,4,Augmented,0.9462521125141927
mammographic-mass,7,4,4,Augmented Affine,0.9480675868419746
mammographic-mass,7,4,5,Impute then regress,0.9157831455603797
mammographic-mass,7,4,5,Augmented,0.9432086227826777
mammographic-mass,7,4,5,Augmented Affine,0.9530414640066724
mammographic-mass,7,8,1,Impute then regress,0.9478584584604696
mammographic-mass,7,8,1,Augmented,0.9488159248933324
mammographic-mass,7,8,1,Augmented Affine,0.949680082777883
mammographic-mass,7,8,2,Impute then regress,0.853283374314547
mammographic-mass,7,8,2,Augmented,0.9134819887209409
mammographic-mass,7,8,2,Augmented Affine,0.908418014500788
mammographic-mass,7,8,3,Impute then regress,0.8938944175930617
mammographic-mass,7,8,3,Augmented,0.920799844164039
mammographic-mass,7,8,3,Augmented Affine,0.9266861489611407
mammographic-mass,7,8,4,Impute then regress,0.953901549972721
mammographic-mass,7,8,4,Augmented,0.9608914139146361
mammographic-mass,7,8,4,Augmented Affine,0.9617350447864216
mammographic-mass,7,8,5,Impute then regress,0.9262402582296723
mammographic-mass,7,8,5,Augmented,0.9578435441191115
mammographic-mass,7,8,5,Augmented Affine,0.9566727191157605
mammographic-mass,7,16,1,Impute then regress,0.9714104152736461
mammographic-mass,7,16,1,Augmented,0.9704298924061385
mammographic-mass,7,16,1,Augmented Affine,0.971058686977112
mammographic-mass,7,16,2,Impute then regress,0.8423927247982184
mammographic-mass,7,16,2,Augmented,0.9018705871585404
mammographic-mass,7,16,2,Augmented Affine,0.8938409059015018
mammographic-mass,7,16,3,Impute then regress,0.9690934775813946
mammographic-mass,7,16,3,Augmented,0.96743217695476
mammographic-mass,7,16,3,Augmented Affine,0.9652787386443936
mammographic-mass,7,16,4,Impute then regress,0.9486215738410464
mammographic-mass,7,16,4,Augmented,0.9564316263212933
mammographic-mass,7,16,4,Augmented Affine,0.9572135970691864
mammographic-mass,7,16,5,Impute then regress,0.8914083685993517
mammographic-mass,7,16,5,Augmented,0.9029479428554826
mammographic-mass,7,16,5,Augmented Affine,0.907539825067935
