dataset,copynum,penalty,iter,method,osr2
thyroid-disease-allrep,4,1,1,Impute then regress,0.8328507329954054
thyroid-disease-allrep,4,1,1,Augmented,0.8767094470403509
thyroid-disease-allrep,4,1,1,Augmented Affine,0.8789556966590456
thyroid-disease-allrep,4,1,2,Impute then regress,0.8576142577577295
thyroid-disease-allrep,4,1,2,Augmented,0.877687698881166
thyroid-disease-allrep,4,1,2,Augmented Affine,0.875735737948351
thyroid-disease-allrep,4,1,3,Impute then regress,0.8548681346695252
thyroid-disease-allrep,4,1,3,Augmented,0.88442710121365
thyroid-disease-allrep,4,1,3,Augmented Affine,0.8839215441904439
thyroid-disease-allrep,4,1,4,Impute then regress,0.7995047360242972
thyroid-disease-allrep,4,1,4,Augmented,0.8517556850610108
thyroid-disease-allrep,4,1,4,Augmented Affine,0.8540398471141526
thyroid-disease-allrep,4,1,5,Impute then regress,0.671391388953393
thyroid-disease-allrep,4,1,5,Augmented,0.8047117169286458
thyroid-disease-allrep,4,1,5,Augmented Affine,0.8106700618856795
thyroid-disease-allrep,4,2,1,Impute then regress,0.818942267578457
thyroid-disease-allrep,4,2,1,Augmented,0.8406135614987528
thyroid-disease-allrep,4,2,1,Augmented Affine,0.8445707881387243
thyroid-disease-allrep,4,2,2,Impute then regress,0.6245003270925111
thyroid-disease-allrep,4,2,2,Augmented,0.7002851036527344
thyroid-disease-allrep,4,2,2,Augmented Affine,0.6952465829882208
thyroid-disease-allrep,4,2,3,Impute then regress,0.7682345762620315
thyroid-disease-allrep,4,2,3,Augmented,0.8253850107354288
thyroid-disease-allrep,4,2,3,Augmented Affine,0.8474446458474322
thyroid-disease-allrep,4,2,4,Impute then regress,0.8047873619904689
thyroid-disease-allrep,4,2,4,Augmented,0.8484815594060895
thyroid-disease-allrep,4,2,4,Augmented Affine,0.8528403683128438
thyroid-disease-allrep,4,2,5,Impute then regress,0.8318914532830749
thyroid-disease-allrep,4,2,5,Augmented,0.8523131200982388
thyroid-disease-allrep,4,2,5,Augmented Affine,0.8590159582402412
thyroid-disease-allrep,4,4,1,Impute then regress,0.6004445857398708
thyroid-disease-allrep,4,4,1,Augmented,0.723400513267757
thyroid-disease-allrep,4,4,1,Augmented Affine,0.7402233425615671
thyroid-disease-allrep,4,4,2,Impute then regress,0.8619391363316531
thyroid-disease-allrep,4,4,2,Augmented,0.8714089181813105
thyroid-disease-allrep,4,4,2,Augmented Affine,0.8792276071602394
thyroid-disease-allrep,4,4,3,Impute then regress,0.7748528873760336
thyroid-disease-allrep,4,4,3,Augmented,0.8264775732271861
thyroid-disease-allrep,4,4,3,Augmented Affine,0.8343872893015807
thyroid-disease-allrep,4,4,4,Impute then regress,0.7200652507889549
thyroid-disease-allrep,4,4,4,Augmented,0.8060121254586752
thyroid-disease-allrep,4,4,4,Augmented Affine,0.8093012766028185
thyroid-disease-allrep,4,4,5,Impute then regress,0.696815221402846
thyroid-disease-allrep,4,4,5,Augmented,0.7595665413585931
thyroid-disease-allrep,4,4,5,Augmented Affine,0.7568757000404862
thyroid-disease-allrep,4,8,1,Impute then regress,0.6955977348672844
thyroid-disease-allrep,4,8,1,Augmented,0.7403850371499734
thyroid-disease-allrep,4,8,1,Augmented Affine,0.7579761827593026
thyroid-disease-allrep,4,8,2,Impute then regress,0.7311612875761465
thyroid-disease-allrep,4,8,2,Augmented,0.8587225607445311
thyroid-disease-allrep,4,8,2,Augmented Affine,0.8596093507355765
thyroid-disease-allrep,4,8,3,Impute then regress,0.8534268707124588
thyroid-disease-allrep,4,8,3,Augmented,0.8882502899100435
thyroid-disease-allrep,4,8,3,Augmented Affine,0.891609688460832
thyroid-disease-allrep,4,8,4,Impute then regress,0.7412110608605393
thyroid-disease-allrep,4,8,4,Augmented,0.799465117074042
thyroid-disease-allrep,4,8,4,Augmented Affine,0.8119823205003207
thyroid-disease-allrep,4,8,5,Impute then regress,0.7697524751745449
thyroid-disease-allrep,4,8,5,Augmented,0.8045507520589603
thyroid-disease-allrep,4,8,5,Augmented Affine,0.8189547807272828
thyroid-disease-allrep,4,16,1,Impute then regress,0.8862030166954429
thyroid-disease-allrep,4,16,1,Augmented,0.876592525376841
thyroid-disease-allrep,4,16,1,Augmented Affine,0.8892577478502135
thyroid-disease-allrep,4,16,2,Impute then regress,0.758606318917179
thyroid-disease-allrep,4,16,2,Augmented,0.8062336325368941
thyroid-disease-allrep,4,16,2,Augmented Affine,0.8021053826176725
thyroid-disease-allrep,4,16,3,Impute then regress,0.8099253604327197
thyroid-disease-allrep,4,16,3,Augmented,0.8379348078155812
thyroid-disease-allrep,4,16,3,Augmented Affine,0.837513513597457
thyroid-disease-allrep,4,16,4,Impute then regress,0.8205619222983987
thyroid-disease-allrep,4,16,4,Augmented,0.8435650261685861
thyroid-disease-allrep,4,16,4,Augmented Affine,0.8496601774928793
thyroid-disease-allrep,4,16,5,Impute then regress,0.7123238334353286
thyroid-disease-allrep,4,16,5,Augmented,0.7444415144971277
thyroid-disease-allrep,4,16,5,Augmented Affine,0.7553415961803387
