dataset,copynum,penalty,iter,method,osr2
mammographic-mass,5,1,1,Impute then regress,0.9297721571133404
mammographic-mass,5,1,1,Augmented,0.9534427145126614
mammographic-mass,5,1,1,Augmented Affine,0.953903969055764
mammographic-mass,5,1,2,Impute then regress,0.9616226932271817
mammographic-mass,5,1,2,Augmented,0.9608544314775442
mammographic-mass,5,1,2,Augmented Affine,0.9593702618302836
mammographic-mass,5,1,3,Impute then regress,0.9448826850621417
mammographic-mass,5,1,3,Augmented,0.9479937462356081
mammographic-mass,5,1,3,Augmented Affine,0.9443753767770044
mammographic-mass,5,1,4,Impute then regress,0.9340271034984058
mammographic-mass,5,1,4,Augmented,0.9533459913898666
mammographic-mass,5,1,4,Augmented Affine,0.9523844726577423
mammographic-mass,5,1,5,Impute then regress,0.9588228788418182
mammographic-mass,5,1,5,Augmented,0.968417583904981
mammographic-mass,5,1,5,Augmented Affine,0.9696645193075879
mammographic-mass,5,2,1,Impute then regress,0.9649871692546391
mammographic-mass,5,2,1,Augmented,0.9649611224427246
mammographic-mass,5,2,1,Augmented Affine,0.9653356638133709
mammographic-mass,5,2,2,Impute then regress,0.8942582476110233
mammographic-mass,5,2,2,Augmented,0.9415299334435597
mammographic-mass,5,2,2,Augmented Affine,0.9337781660475746
mammographic-mass,5,2,3,Impute then regress,0.8932032566712365
mammographic-mass,5,2,3,Augmented,0.9414820293344907
mammographic-mass,5,2,3,Augmented Affine,0.9432661284181951
mammographic-mass,5,2,4,Impute then regress,0.9717664720414926
mammographic-mass,5,2,4,Augmented,0.9724428676796072
mammographic-mass,5,2,4,Augmented Affine,0.9724200272000934
mammographic-mass,5,2,5,Impute then regress,0.9631819102319478
mammographic-mass,5,2,5,Augmented,0.9639571956038544
mammographic-mass,5,2,5,Augmented Affine,0.9648877559586407
mammographic-mass,5,4,1,Impute then regress,0.8576184749627564
mammographic-mass,5,4,1,Augmented,0.934718532562674
mammographic-mass,5,4,1,Augmented Affine,0.9311964376640813
mammographic-mass,5,4,2,Impute then regress,0.9132349465791565
mammographic-mass,5,4,2,Augmented,0.9343762559755815
mammographic-mass,5,4,2,Augmented Affine,0.9314194979295656
mammographic-mass,5,4,3,Impute then regress,0.9246292882255462
mammographic-mass,5,4,3,Augmented,0.9478234418846283
mammographic-mass,5,4,3,Augmented Affine,0.9451143459218103
mammographic-mass,5,4,4,Impute then regress,0.898889691431494
mammographic-mass,5,4,4,Augmented,0.9262073099061756
mammographic-mass,5,4,4,Augmented Affine,0.9277725229624922
mammographic-mass,5,4,5,Impute then regress,0.8927048569816988
mammographic-mass,5,4,5,Augmented,0.9395802035961035
mammographic-mass,5,4,5,Augmented Affine,0.9327101937815453
mammographic-mass,5,8,1,Impute then regress,0.916428130057281
mammographic-mass,5,8,1,Augmented,0.9125277329054474
mammographic-mass,5,8,1,Augmented Affine,0.9123752273240515
mammographic-mass,5,8,2,Impute then regress,0.9428108432297032
mammographic-mass,5,8,2,Augmented,0.9515250729636495
mammographic-mass,5,8,2,Augmented Affine,0.953565227655538
mammographic-mass,5,8,3,Impute then regress,0.9421322766449945
mammographic-mass,5,8,3,Augmented,0.9542502756803273
mammographic-mass,5,8,3,Augmented Affine,0.9520922142488447
mammographic-mass,5,8,4,Impute then regress,0.9525676670154978
mammographic-mass,5,8,4,Augmented,0.9571124121414423
mammographic-mass,5,8,4,Augmented Affine,0.9584682428624071
mammographic-mass,5,8,5,Impute then regress,0.9517978265443006
mammographic-mass,5,8,5,Augmented,0.9502539402954528
mammographic-mass,5,8,5,Augmented Affine,0.9499550700975077
mammographic-mass,5,16,1,Impute then regress,0.937910603392574
mammographic-mass,5,16,1,Augmented,0.9465361624181003
mammographic-mass,5,16,1,Augmented Affine,0.9491641326832887
mammographic-mass,5,16,2,Impute then regress,0.9370823269113588
mammographic-mass,5,16,2,Augmented,0.9280638138104663
mammographic-mass,5,16,2,Augmented Affine,0.9292663311622822
mammographic-mass,5,16,3,Impute then regress,0.9473602441971523
mammographic-mass,5,16,3,Augmented,0.9459372814429735
mammographic-mass,5,16,3,Augmented Affine,0.9458443329082983
mammographic-mass,5,16,4,Impute then regress,0.9178264647996639
mammographic-mass,5,16,4,Augmented,0.9334818486891917
mammographic-mass,5,16,4,Augmented Affine,0.9267315829486098
mammographic-mass,5,16,5,Impute then regress,0.935725835291739
mammographic-mass,5,16,5,Augmented,0.9466161052411138
mammographic-mass,5,16,5,Augmented Affine,0.9458622033949519
