dataset,copynum,penalty,iter,method,osr2
auto-mpg,4,1,1,Impute then regress,0.9443274048652617
auto-mpg,4,1,1,Augmented,0.944122937626962
auto-mpg,4,1,1,Augmented Affine,0.9440380032123868
auto-mpg,4,1,2,Impute then regress,0.9405688034092774
auto-mpg,4,1,2,Augmented,0.9404545953643189
auto-mpg,4,1,2,Augmented Affine,0.9402748124921343
auto-mpg,4,1,3,Impute then regress,0.9354777233194793
auto-mpg,4,1,3,Augmented,0.9353567127715705
auto-mpg,4,1,3,Augmented Affine,0.9358760829226515
auto-mpg,4,1,4,Impute then regress,0.9263308743291228
auto-mpg,4,1,4,Augmented,0.9261045185735493
auto-mpg,4,1,4,Augmented Affine,0.9244565411956269
auto-mpg,4,1,5,Impute then regress,0.9263713286425171
auto-mpg,4,1,5,Augmented,0.9268151154417679
auto-mpg,4,1,5,Augmented Affine,0.9265301727975077
auto-mpg,4,2,1,Impute then regress,0.9319920508555564
auto-mpg,4,2,1,Augmented,0.9321071492401902
auto-mpg,4,2,1,Augmented Affine,0.9317083257984365
auto-mpg,4,2,2,Impute then regress,0.9203421694025194
auto-mpg,4,2,2,Augmented,0.9202878134133311
auto-mpg,4,2,2,Augmented Affine,0.9203237716295753
auto-mpg,4,2,3,Impute then regress,0.9502126451950518
auto-mpg,4,2,3,Augmented,0.9495975729161529
auto-mpg,4,2,3,Augmented Affine,0.9497014099489516
auto-mpg,4,2,4,Impute then regress,0.934668333735718
auto-mpg,4,2,4,Augmented,0.9349346511207925
auto-mpg,4,2,4,Augmented Affine,0.9351338129679615
auto-mpg,4,2,5,Impute then regress,0.9144285236036961
auto-mpg,4,2,5,Augmented,0.9136837990273108
auto-mpg,4,2,5,Augmented Affine,0.9141269994777541
auto-mpg,4,4,1,Impute then regress,0.9346811905520651
auto-mpg,4,4,1,Augmented,0.9348214341325808
auto-mpg,4,4,1,Augmented Affine,0.934867539529852
auto-mpg,4,4,2,Impute then regress,0.9027301631162161
auto-mpg,4,4,2,Augmented,0.9026528497730988
auto-mpg,4,4,2,Augmented Affine,0.9025913800844995
auto-mpg,4,4,3,Impute then regress,0.9345533075990347
auto-mpg,4,4,3,Augmented,0.9345157023621465
auto-mpg,4,4,3,Augmented Affine,0.9347218616678404
auto-mpg,4,4,4,Impute then regress,0.9202763954572419
auto-mpg,4,4,4,Augmented,0.9195284216103863
auto-mpg,4,4,4,Augmented Affine,0.919460239731203
auto-mpg,4,4,5,Impute then regress,0.9418108543077872
auto-mpg,4,4,5,Augmented,0.9419243471445902
auto-mpg,4,4,5,Augmented Affine,0.9417771536350618
auto-mpg,4,8,1,Impute then regress,0.929324637940971
auto-mpg,4,8,1,Augmented,0.9289495155068297
auto-mpg,4,8,1,Augmented Affine,0.9294020157573509
auto-mpg,4,8,2,Impute then regress,0.9301800068196957
auto-mpg,4,8,2,Augmented,0.930068640826449
auto-mpg,4,8,2,Augmented Affine,0.9299551813905067
auto-mpg,4,8,3,Impute then regress,0.9406320050249825
auto-mpg,4,8,3,Augmented,0.9408183719111187
auto-mpg,4,8,3,Augmented Affine,0.940869622905745
auto-mpg,4,8,4,Impute then regress,0.9385880598654138
auto-mpg,4,8,4,Augmented,0.9385039159864156
auto-mpg,4,8,4,Augmented Affine,0.9385341381970355
auto-mpg,4,8,5,Impute then regress,0.9232896312711789
auto-mpg,4,8,5,Augmented,0.9231285849426617
auto-mpg,4,8,5,Augmented Affine,0.9232527587319933
auto-mpg,4,16,1,Impute then regress,0.921323399765077
auto-mpg,4,16,1,Augmented,0.9213403115108756
auto-mpg,4,16,1,Augmented Affine,0.9213403115108757
auto-mpg,4,16,2,Impute then regress,0.8836287090100952
auto-mpg,4,16,2,Augmented,0.8813267083627052
auto-mpg,4,16,2,Augmented Affine,0.8853079597592745
auto-mpg,4,16,3,Impute then regress,0.9471056919197377
auto-mpg,4,16,3,Augmented,0.9474638170983799
auto-mpg,4,16,3,Augmented Affine,0.9465631290642487
auto-mpg,4,16,4,Impute then regress,0.9352702879886601
auto-mpg,4,16,4,Augmented,0.9364194478786788
auto-mpg,4,16,4,Augmented Affine,0.9368885898532598
auto-mpg,4,16,5,Impute then regress,0.9155405926078222
auto-mpg,4,16,5,Augmented,0.9170812495331674
auto-mpg,4,16,5,Augmented Affine,0.9163066750852298
